year_film,year_ceremony,ceremony,category,canon_category,name,film,winner,title_key
1992,1993,65,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),John Sayles,Passion Fish,False,passion fish
1992,1993,65,WRITING (Screenplay Written Directly for the Screen),WRITING (Original Screenplay),David Webb Peoples,Unforgiven,False,unforgiven
1992,1993,65,JEAN HERSHOLT HUMANITARIAN AWARD,JEAN HERSHOLT HUMANITARIAN AWARD,Audrey Hepburn,,True,
1992,1993,65,JEAN HERSHOLT HUMANITARIAN AWARD,JEAN HERSHOLT HUMANITARIAN AWARD,Elizabeth Taylor,,True,
1992,1993,65,HONORARY AWARD,HONORARY AWARD,Federico Fellini,,True,
1992,1993,65,GORDON E. SAWYER AWARD,GORDON E. SAWYER AWARD,Erich Kaestner,,True,
1992,1993,65,AWARD OF COMMENDATION,AWARD OF COMMENDATION,The International Alliance of Theatrical Stage Employees,,True,
1992,1993,65,MEDAL OF COMMENDATION,MEDAL OF COMMENDATION,Petro Vlahos,,True,
1993,1994,66,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,In the Name of the Father,False,in the name of the father
1993,1994,66,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Laurence Fishburne,What's Love Got to Do with It,False,what s love got to do with it
1993,1994,66,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Tom Hanks,Philadelphia,True,philadelphia
1993,1994,66,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Remains of the Day,False,the remains of the day
1993,1994,66,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Liam Neeson,Schindler's List,False,schindler s list
1993,1994,66,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Leonardo DiCaprio,What's Eating Gilbert Grape,False,what s eating gilbert grape
1993,1994,66,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Ralph Fiennes,Schindler's List,False,schindler s list
1993,1994,66,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,The Fugitive,True,the fugitive
1993,1994,66,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,John Malkovich,In the Line of Fire,False,in the line of fire
1993,1994,66,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Pete Postlethwaite,In the Name of the Father,False,in the name of the father
1993,1994,66,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Angela Bassett,What's Love Got to Do with It,False,what s love got to do with it
1993,1994,66,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Stockard Channing,Six Degrees of Separation,False,six degrees of separation
1993,1994,66,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Holly Hunter,The Piano,True,the piano
1993,1994,66,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Emma Thompson,The Remains of the Day,False,the remains of the day
1993,1994,66,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Debra Winger,Shadowlands,False,shadowlands
1993,1994,66,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,The Firm,False,the firm
1993,1994,66,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Anna Paquin,The Piano,True,the piano
1993,1994,66,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Rosie Perez,Fearless,False,fearless
1993,1994,66,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Winona Ryder,The Age of Innocence,False,the age of innocence
1993,1994,66,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Emma Thompson,In the Name of the Father,False,in the name of the father
1993,1994,66,ART DIRECTION,ART DIRECTION,Ken Adam/Marvin March,Addams Family Values,False,addams family values
1993,1994,66,ART DIRECTION,ART DIRECTION,Dante Ferretti/Robert J. Franco,The Age of Innocence,False,the age of innocence
1993,1994,66,ART DIRECTION,ART DIRECTION,Ben Van Os/Jan Roelfs,Orlando,False,orlando
1993,1994,66,ART DIRECTION,ART DIRECTION,Luciana Arrighi/Ian Whittaker,The Remains of the Day,False,the remains of the day
1993,1994,66,ART DIRECTION,ART DIRECTION,Allan Starski/Ewa Braun,Schindler's List,True,schindler s list
1993,1994,66,CINEMATOGRAPHY,CINEMATOGRAPHY,Gu Changwei,Farewell My Concubine,False,farewell my concubine
1993,1994,66,CINEMATOGRAPHY,CINEMATOGRAPHY,Michael Chapman,The Fugitive,False,the fugitive
1993,1994,66,CINEMATOGRAPHY,CINEMATOGRAPHY,Stuart Dryburgh,The Piano,False,the piano
1993,1994,66,CINEMATOGRAPHY,CINEMATOGRAPHY,Janusz Kaminski,Schindler's List,True,schindler s list
1993,1994,66,CINEMATOGRAPHY,CINEMATOGRAPHY,Conrad L. Hall,Searching for Bobby Fischer,False,searching for bobby fischer
1993,1994,66,COSTUME DESIGN,COSTUME DESIGN,Gabriella Pescucci,The Age of Innocence,True,the age of innocence
1993,1994,66,COSTUME DESIGN,COSTUME DESIGN,Sandy Powell,Orlando,False,orlando
1993,1994,66,COSTUME DESIGN,COSTUME DESIGN,Janet Patterson,The Piano,False,the piano
1993,1994,66,COSTUME DESIGN,COSTUME DESIGN,Jenny Beavan/John Bright,The Remains of the Day,False,the remains of the day
1993,1994,66,COSTUME DESIGN,COSTUME DESIGN,Anna Biedrzycka-Sheppard,Schindler's List,False,schindler s list
1993,1994,66,DIRECTING,DIRECTING,Jim Sheridan,In the Name of the Father,False,in the name of the father
1993,1994,66,DIRECTING,DIRECTING,Jane Campion,The Piano,False,the piano
1993,1994,66,DIRECTING,DIRECTING,James Ivory,The Remains of the Day,False,the remains of the day
1993,1994,66,DIRECTING,DIRECTING,Steven Spielberg,Schindler's List,True,schindler s list
1993,1994,66,DIRECTING,DIRECTING,Robert Altman,Short Cuts,False,short cuts
1993,1994,66,DOCUMENTARY (Feature),DOCUMENTARY (Feature),David Paperny/Arthur Ginsberg,The Broadcast Tapes of Dr. Peter,False,the broadcast tapes of dr peter
1993,1994,66,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Susan Todd/Andrew Young,Children of Fate,False,children of fate
1993,1994,66,DOCUMENTARY (Feature),DOCUMENTARY (Feature),David Collier/Betsy Thompson,For Better or for Worse,False,for better or for worse
1993,1994,66,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Susan Raymond/Alan Raymond,I Am a Promise: The Children of Stanton Elementary School,True,i am a promise the children of stanton elementary school
1993,1994,66,DOCUMENTARY (Feature),DOCUMENTARY (Feature),D.A. Pennebaker/Chris Hegedus,The War Room,False,the war room
1993,1994,66,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Steven Cantor/Peter Spirer,Blood Ties: The Life and Work of Sally Mann,False,blood ties the life and work of sally mann
1993,1994,66,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Elaine Holliman/Jason Schneider,Chicks in White Satin,False,chicks in white satin
1993,1994,66,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Margaret Lazarus/Renner Wunderlich,Defending Our Lives,True,defending our lives
1993,1994,66,FILM EDITING,FILM EDITING,Dennis Virkler/David Finfer/Dean Goodhill/Don Brochu/Richard Nord/Dov Hoenig,The Fugitive,False,the fugitive
1993,1994,66,FILM EDITING,FILM EDITING,Anne V. Coates,In the Line of Fire,False,in the line of fire
1993,1994,66,FILM EDITING,FILM EDITING,Gerry Hambling,In the Name of the Father,False,in the name of the father
1993,1994,66,FILM EDITING,FILM EDITING,Veronika Jenet,The Piano,False,the piano
1993,1994,66,FILM EDITING,FILM EDITING,Michael Kahn,Schindler's List,True,schindler s list
1993,1994,66,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Spain,Belle Epoque,True,belle epoque
1993,1994,66,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Hong Kong,Farewell My Concubine,False,farewell my concubine
1993,1994,66,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,United Kingdom,Hedd Wyn,False,hedd wyn
1993,1994,66,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Vietnam,The Scent of Green Papaya,False,the scent of green papaya
1993,1994,66,FOREIGN LANGUAGE FILM,INTERNATIONAL FEATURE FILM,Taiwan,The Wedding Banquet,False,the wedding banquet
1993,1994,66,MAKEUP,MAKEUP AND HAIRSTYLING,Greg Cannom/Ve Neill/Yolanda Toussieng,Mrs. Doubtfire,True,mrs doubtfire
1993,1994,66,MAKEUP,MAKEUP AND HAIRSTYLING,Carl Fullerton/Alan D'Angerio,Philadelphia,False,philadelphia
1993,1994,66,MAKEUP,MAKEUP AND HAIRSTYLING,Christina Smith/Matthew Mungle/Judy Alexander Cory,Schindler's List,False,schindler s list
1993,1994,66,MUSIC (Original Score),MUSIC (Original Score),Elmer Bernstein,The Age of Innocence,False,the age of innocence
1993,1994,66,MUSIC (Original Score),MUSIC (Original Score),Dave Grusin,The Firm,False,the firm
1993,1994,66,MUSIC (Original Score),MUSIC (Original Score),James Newton Howard,The Fugitive,False,the fugitive
1993,1994,66,MUSIC (Original Score),MUSIC (Original Score),Richard Robbins,The Remains of the Day,False,the remains of the day
1993,1994,66,MUSIC (Original Score),MUSIC (Original Score),John Williams,Schindler's List,True,schindler s list
1993,1994,66,MUSIC (Original Song),MUSIC (Original Song),Janet Jackson/James Harris III/Terry Lewis,Poetic Justice,False,poetic justice
1993,1994,66,MUSIC (Original Song),MUSIC (Original Song),Carole Bayer Sager/James Ingram/Clif Magness,Beethoven's 2nd,False,beethoven s 2nd
1993,1994,66,MUSIC (Original Song),MUSIC (Original Song),Neil Young,Philadelphia,False,philadelphia
1993,1994,66,MUSIC (Original Song),MUSIC (Original Song),Bruce Springsteen,Philadelphia,True,philadelphia
1993,1994,66,MUSIC (Original Song),MUSIC (Original Song),Marc Shaiman/Ramsey McLean,Sleepless in Seattle,False,sleepless in seattle
1993,1994,66,BEST PICTURE,BEST PICTURE,Arnold Kopelson,The Fugitive,False,the fugitive
1993,1994,66,BEST PICTURE,BEST PICTURE,Jim Sheridan,In the Name of the Father,False,in the name of the father
1993,1994,66,BEST PICTURE,BEST PICTURE,Jan Chapman,The Piano,False,the piano
1993,1994,66,BEST PICTURE,BEST PICTURE,Mike Nichols/John Calley/Ismail Merchant,The Remains of the Day,False,the remains of the day
1993,1994,66,BEST PICTURE,BEST PICTURE,Steven Spielberg/Gerald R. Molen/Branko Lustig,Schindler's List,True,schindler s list
1993,1994,66,SHORT FILM (Animated),SHORT FILM (Animated),Stephen Palmer,Blindscape,False,blindscape
1993,1994,66,SHORT FILM (Animated),SHORT FILM (Animated),Frédéric Back/Hubert Tison,The Mighty River,False,the mighty river
1993,1994,66,SHORT FILM (Animated),SHORT FILM (Animated),Bob Godfrey/Kevin Baldwin,Small Talk,False,small talk
1993,1994,66,SHORT FILM (Animated),SHORT FILM (Animated),Mark Baker,The Village,False,the village
