nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0001177,Chris Eigeman,1965,\N,"actor,director,writer","tt0100142,tt0252076,tt0109219,tt0120728"
nm0001178,Sergei Eisenstein,1898,1948,"director,writer,editor","tt0037824,tt0029850,tt0015648,tt0079020"
nm0001188,Nora Ephron,1941,2012,"writer,producer,director","tt1135503,tt0098635,tt0374536,tt0128853"
nm0001191,Adam Sandler,1966,\N,"actor,producer,writer","tt0120484,tt0142342,tt0185431,tt0120888"
nm0001196,Douglas Fairbanks,1883,1939,"actor,writer,producer","tt0015400,tt0013556,tt0023243,tt0021287"
nm0001202,Rainer Werner Fassbinder,1945,1982,"writer,director,actor","tt0072976,tt0071141,tt0079095,tt0064536"
nm0001203,William Faulkner,1897,1962,"writer,archive_footage","tt0037382,tt0038355,tt0051055,tt5208974"
nm0001204,Marty Feldman,1934,1982,"writer,actor,script_department","tt0072431,tt0080917,tt0076297,tt0129696"
nm0001206,Abel Ferrara,1951,\N,"director,actor,writer","tt0103759,tt0099939,tt0133122,tt13432484"
nm0001211,W.C. Fields,1880,1946,"actor,writer,director","tt0025318,tt0025590,tt0033945,tt0032234"
nm0001213,Harvey Fierstein,1952,\N,"actor,writer,soundtrack","tt0116629,tt0107614,tt0109348,tt0120762"
nm0001214,Mike Figgis,1948,\N,"director,writer,composer","tt0113627,tt0096180,tt0220100,tt2265565"
nm0001219,Gary Fleder,1965,\N,"producer,director,miscellaneous","tt0114660,tt0313542,tt0160399,tt0119468"
nm0001220,Ian Fleming,1908,1964,"writer,miscellaneous,archive_footage","tt0381061,tt0055928,tt0086006,tt0059800"
nm0001226,James Foley,1953,2025,"director,writer,producer","tt0104348,tt4465564,tt4477536,tt0457433"
nm0001228,Peter Fonda,1940,2019,"actor,producer,director","tt0064276,tt0381849,tt0259324,tt0120402"
nm0001232,Milos Forman,1932,2018,"director,writer,actor","tt0073486,tt0086879,tt0117318,tt0079261"
nm0001238,Jesús Franco,1930,2013,"writer,director,actor","tt0086428,tt0067846,tt0072904,tt0109441"
nm0001239,John Frankenheimer,1930,2002,"director,miscellaneous,producer","tt0056218,tt0116654,tt0058576,tt0119189"
nm0001241,Stephen Frears,1941,\N,"director,producer,actor","tt0094947,tt2431286,tt0436697,tt0301199"
nm0001243,William Friedkin,1935,2023,"director,writer,producer","tt0090180,tt0067116,tt0070047,tt0080569"
nm0001270,Brian Gibson,1944,2004,"director,producer,writer","tt0080469,tt0318224,tt0120679,tt0091778"
nm0001274,Paul Michael Glaser,1943,\N,"actor,producer,director","tt0072567,tt0067093,tt0093894,tt0335438"
nm0001279,William Goldman,1931,2018,"writer,script_department,miscellaneous","tt0064115,tt0074119,tt0093779,tt0074860"
nm0001281,Bobcat Goldthwait,1962,\N,"director,actor,writer","tt1912398,tt0119282,tt0096061,tt0102898"
nm0001282,Tony Goldwyn,1960,\N,"actor,director,writer","tt0099653,tt0216216,tt0325710,tt0472399"
nm0001287,Heather Graham,1970,\N,"actress,producer,director","tt0118749,tt0145660,tt0131325,tt0120738"
nm0001294,Graham Greene,1904,1991,"writer,actor,producer","tt0040338,tt0258068,tt0041959,tt0172396"
nm0001300,John Grisham,1955,\N,"writer,producer,actor","tt0313542,tt0119978,tt0117913,tt0106918"
nm0001302,Christopher Guest,1948,\N,"actor,writer,director","tt0088258,tt0118111,tt0310281,tt0218839"
nm0001317,Renny Harlin,1959,\N,"producer,director,writer","tt0132245,tt1905040,tt0106582,tt0112760"
nm0001325,Hal Hartley,1959,\N,"director,producer,writer","tt0103130,tt0444628,tt0388973,tt0100842"
nm0001328,Howard Hawks,1896,1977,"director,producer,writer","tt0053221,tt0040724,tt0061619,tt0037382"
nm0001331,Todd Haynes,1961,\N,"director,producer,writer","tt0297884,tt0368794,tt2402927,tt0120879"
nm0001338,Brian Helgeland,\N,\N,"director,writer,producer","tt7991508,tt0453562,tt0328107,tt0183790"
nm0001345,Jim Henson,1936,1990,"actor,writer,producer","tt0074028,tt0063951,tt0083791,tt0079588"
nm0001348,Werner Herzog,1942,\N,"director,writer,producer","tt0083946,tt0068182,tt0790724,tt0427312"
nm0001351,George Roy Hill,1921,2002,"director,actor,writer","tt0070735,tt0064115,tt0076723,tt0069280"
nm0001352,Terence Hill,1939,\N,"actor,director,miscellaneous","tt0067355,tt0069697,tt0070215,tt0057091"
nm0001353,Walter Hill,1942,\N,"producer,writer,director","tt0083511,tt0090605,tt0088194,tt0103644"
nm0001355,Michael Hoffman,1956,\N,"director,writer,producer","tt0140379,tt0824758,tt0095916,tt0117247"
nm0001357,Paul Hogan,1939,\N,"actor,writer,producer","tt0090555,tt0092493,tt0231402,tt0099018"
nm0001361,Tobe Hooper,1943,2017,"director,writer,producer","tt0072271,tt0092076,tt0084516,tt0089489"
nm0001366,Leslie Howard,1893,1943,"actor,producer,director","tt0029058,tt0030637,tt0031381,tt0034027"
nm0001378,Anjelica Huston,1951,\N,"actress,producer,director","tt0099703,tt0100944,tt0120631,tt0089841"
nm0001379,John Huston,1906,1987,"actor,director,writer","tt0040897,tt0071315,tt0042208,tt0089841"
nm0001382,Peter Hyams,1943,\N,"director,cinematographer,writer","tt0086837,tt0082869,tt0111438,tt0120004"
nm0001384,Ice-T,1958,\N,"actor,producer,composer","tt0102526,tt0111323,tt0203259,tt0114614"
nm0001385,Eric Idle,1943,\N,"actor,writer,music_department","tt0071853,tt0079470,tt0085959,tt0096764"
nm0001392,Peter Jackson,1961,\N,"producer,director,writer","tt0120737,tt0092610,tt0360717,tt0110005"
nm0001401,Angelina Jolie,1975,\N,"actress,producer,director","tt1587310,tt0172493,tt0824747,tt0146316"
nm0001402,Terry Jones,1942,2020,"writer,actor,producer","tt0085959,tt0071853,tt0079470,tt0118172"
nm0001403,Neil Jordan,1950,\N,"writer,producer,director","tt0104036,tt0411195,tt2639336,tt0117039"
nm0001405,Janusz Kaminski,1959,\N,"cinematographer,camera_department,director","tt0108052,tt3581652,tt0181689,tt0120815"
nm0001408,Shekhar Kapur,1945,\N,"director,actor,producer","tt0127536,tt0414055,tt0109206,tt0240510"
nm0001410,Lawrence Kasdan,1949,\N,"writer,producer,director","tt0085244,tt0090022,tt0111756,tt0082971"
nm0001415,Elia Kazan,1909,2003,"director,writer,producer","tt0047296,tt0048028,tt0044081,tt0056825"
nm0001418,David Keith,1954,\N,"actor,music_department,director","tt0084434,tt0159273,tt0287978,tt0113419"
nm0001425,Krzysztof Kieslowski,1941,1996,"writer,director,actor","tt0101765,tt0108394,tt0111495,tt0095467"
nm0001428,Klaus Kinski,1926,1991,"actor,writer,miscellaneous","tt0079641,tt0068182,tt0083946,tt0059578"
nm0001429,Takeshi Kitano,1947,\N,"actor,writer,director","tt0363226,tt0119250,tt0108188,tt0199683"
nm0001437,Emir Kusturica,1954,\N,"director,writer,actor","tt0114787,tt0106307,tt0118843,tt0097223"
nm0001438,Neil LaBute,1963,\N,"writer,producer,director","tt0119361,tt0119517,tt4277268,tt18224610"
nm0001441,Christine Lahti,1950,\N,"actress,director,soundtrack","tt0108724,tt0096018,tt0410997,tt0078718"
nm0001452,Charles Laughton,1899,1962,"actor,writer,producer","tt0026752,tt0051201,tt0054331,tt0031455"
nm0001454,Martin Lawrence,1965,\N,"actor,writer,producer","tt0103488,tt0172156,tt4919268,tt0112442"
nm0001465,Elmore Leonard,1925,2013,"writer,producer,miscellaneous","tt0120780,tt0113161,tt1489428,tt0119396"
nm0001466,Sergio Leone,1929,1989,"assistant_director,writer,director","tt0087843,tt0067140,tt0064116,tt0060196"
nm0001469,Barry Levinson,1942,\N,"producer,writer,director","tt0095953,tt0101516,tt0120885,tt1933667"
nm0001471,Jerry Lewis,1926,2017,"actor,writer,director","tt0057372,tt0085794,tt0106307,tt0059166"
nm0001486,Sidney Lumet,1924,2011,"director,writer,producer","tt0050083,tt0292963,tt0071877,tt0070666"
nm0001490,Adrian Lyne,1941,\N,"director,writer,producer","tt0099871,tt0085549,tt0107211,tt0093010"
nm0001500,Karl Malden,1912,2009,"actor,director,soundtrack","tt0047296,tt0066206,tt0044081,tt0048973"
nm0001501,Louis Malle,1932,1995,"director,writer,producer","tt0092593,tt0051378,tt0071733,tt0080388"
nm0001502,Luis Mandoki,1954,\N,"director,producer,writer","tt0387914,tt0225071,tt0280380,tt2062575"
nm0001507,Cheech Marin,1946,\N,"actor,writer,producer","tt0092690,tt0117918,tt0078446,tt0115285"
nm0001508,Penny Marshall,1943,2018,"actress,director,producer","tt0074016,tt0094737,tt0104694,tt0099077"
nm0001528,Don McKellar,1963,\N,"actor,director,writer","tt0156729,tt0861689,tt1527793,tt0120802"
nm0001532,John McTiernan,1951,\N,"director,producer,writer","tt0095016,tt0246894,tt0107362,tt0093773"
nm0001545,Dudley Moore,1935,2002,"actor,writer,music_department","tt0082031,tt0078721,tt0076161,tt0077578"
nm0001554,Errol Morris,1948,\N,"director,producer,writer","tt0317910,tt0096257,tt0119107,tt28486633"
nm0001559,Audie Murphy,1924,1971,"actor,producer,writer","tt0046906,tt0052002,tt0052135,tt0048729"
nm0001565,Mike Newell,1942,\N,"director,producer,executive","tt0109831,tt0330373,tt0119008,tt0104522"
nm0001566,Mike Nichols,1931,2014,"director,producer,miscellaneous","tt0061722,tt0376541,tt0061184,tt0115685"
nm0001579,Edward James Olmos,1947,\N,"actor,producer,director","tt0407362,tt0120094,tt0094027,tt0083658"
nm0001587,Alan J. Pakula,1928,1998,"producer,director,writer","tt0084707,tt0074119,tt0100404,tt0056592"
nm0001589,Michael Palin,1943,\N,"writer,actor,producer","tt0071853,tt0085959,tt0081633,tt0079470"
nm0001590,Chazz Palminteri,1946,\N,"actor,writer,producer","tt0114814,tt0106489,tt0109348,tt0473488"
nm0001596,Pier Paolo Pasolini,1922,1975,"writer,director,actor","tt0073650,tt0065622,tt0058715,tt0050783"
nm0001603,Sam Peckinpah,1925,1984,"writer,director,producer","tt0065214,tt0067800,tt0086058,tt0049366"
nm0001627,Sidney Poitier,1927,2022,"actor,director,producer","tt0057251,tt0061735,tt0061811,tt0096098"
nm0001628,Sydney Pollack,1934,2008,"director,producer,actor","tt0084805,tt0465538,tt0120663,tt0089755"
nm0001629,Kevin Pollak,1957,\N,"actor,producer,writer","tt0114814,tt0146675,tt0327247,tt0104257"
nm0001631,Sarah Polley,1979,\N,"actress,director,writer","tt0314412,tt0120255,tt0139239,tt0363547"
nm0001639,Alex Proyas,1963,\N,"director,writer,producer","tt0118929,tt0343818,tt0448011,tt0109506"
nm0001640,Richard Pryor,1940,2005,"actor,writer,producer","tt0086393,tt0082121,tt0075223,tt0097481"
nm0001650,Michael Rapaport,1970,\N,"actor,director,producer","tt0149261,tt0108399,tt0115639,tt0216216"
nm0001659,Christopher Reeve,1952,2004,"actor,miscellaneous,producer","tt0078346,tt0081534,tt0081573,tt0086393"
nm0001661,Rob Reiner,1947,2025,"actor,writer,producer","tt0066626,tt0088258,tt0993846,tt0160916"
nm0001675,Robert Rodriguez,1968,\N,"producer,writer,director","tt0104815,tt0424774,tt0287717,tt0458481"
nm0001676,Nicolas Roeg,1928,2018,"camera_department,director,cinematographer","tt0069995,tt0067959,tt0074851,tt0100944"
nm0001681,George A. Romero,1940,2017,"producer,writer,director","tt0418819,tt0848557,tt0063350,tt0095652"
nm0001687,Gena Rowlands,1930,2024,"actress,miscellaneous,writer","tt0332280,tt0072417,tt0119313,tt0397101"
nm0001692,Ken Russell,1927,2011,"director,writer,actor","tt0066993,tt0066858,tt0073812,tt0080360"
nm0001707,Paul Schrader,1946,\N,"writer,director,producer","tt6053438,tt11196036,tt0118564,tt0075314"
nm0001708,Joel Schumacher,1939,2020,"director,writer,producer","tt0293508,tt0118688,tt0134273,tt0183649"
nm0001709,Til Schweiger,1963,\N,"actor,producer,director","tt0361748,tt0119472,tt0960790,tt1700258"
nm0001716,Tony Scott,1944,2012,"producer,director,actor","tt0421054,tt0477080,tt0108399,tt0092099"
nm0001723,Tom Shadyac,1958,\N,"producer,director,actor","tt0117218,tt0259288,tt1741225,tt0109040"
nm0001727,Robert Shaw,1927,1978,"actor,writer,miscellaneous","tt0073195,tt0060665,tt0070735,tt0064072"
nm0001728,Wallace Shawn,1943,\N,"actor,writer,producer","tt0082783,tt0093779,tt0112697,tt0317705"
nm0001729,Craig Sheffer,1960,\N,"actor,producer,director","tt0105265,tt0100260,tt0106912,tt0094006"
nm0001731,Sam Shepard,1943,2017,"actor,writer,director","tt1322269,tt0265086,tt1935179,tt0086197"
nm0001737,Martin Short,1950,\N,"actor,writer,producer","tt0093260,tt0452681,tt1791528,tt0101862"
nm0001741,Bryan Singer,1965,\N,"producer,director,actor","tt0120903,tt0114814,tt1877832,tt0348150"
nm0001744,Tom Sizemore,1961,2023,"actor,producer,writer","tt0120815,tt0265086,tt0120004,tt0199753"
nm0001747,Charles Martin Smith,1953,\N,"actor,director,writer","tt0069704,tt0088172,tt0337721,tt1037156"
nm0001752,Steven Soderbergh,1963,\N,"producer,director,cinematographer","tt0098724,tt0181865,tt1291580,tt0195685"
nm0001754,Todd Solondz,1959,\N,"director,writer,actor","tt0114906,tt0147612,tt4144190,tt0808526"
nm0001756,Barry Sonnenfeld,1953,\N,"producer,director,cinematographer","tt0119654,tt0120891,tt1409024,tt0925266"
nm0001757,Kevin Sorbo,1958,\N,"actor,producer,director","tt5804314,tt1714827,tt0213327,tt0110016"
nm0001770,Fisher Stevens,1963,\N,"actor,producer,director","tt0091949,tt0113243,tt0096101,tt0108255"
nm0001774,Ben Stiller,1965,\N,"producer,actor,director","tt0942385,tt0196229,tt1608290,tt0129387"
nm0001779,Tom Stoppard,1937,2025,"writer,script_department,producer","tt0138097,tt0088846,tt0100519,tt1781769"
nm0001789,Andrei Tarkovsky,1932,1986,"miscellaneous,writer,director","tt0091670,tt0069293,tt0086022,tt0079944"
nm0001800,Rip Torn,1931,2019,"actor,director,producer","tt0119654,tt0240515,tt0103466,tt0074851"
nm0001801,Robert Towne,1934,2024,"writer,producer,actor","tt0071315,tt0117060,tt0070290,tt0096244"
nm0001811,Peter Ustinov,1921,2004,"actor,writer,director","tt0054331,tt0077413,tt0043949,tt0074812"
nm0001814,Gus Van Sant,1952,\N,"director,producer,actor","tt0363589,tt0842929,tt0097240,tt0102494"
nm0001825,Andrew Kevin Walker,1964,\N,"writer,script_department,actor","tt1136617,tt0114369,tt14636170,tt0162661"
nm0001834,Damon Wayans,1960,\N,"actor,writer,producer","tt0273855,tt0102266,tt0110443,tt0097257"
nm0001837,Peter Weir,1944,\N,"director,writer,producer","tt0311113,tt1023114,tt0090329,tt0097165"
nm0001843,James Whale,1889,1957,"director,producer,miscellaneous","tt0026138,tt0024184,tt0021884,tt0028249"
nm0001845,Forest Whitaker,1961,\N,"actor,producer,director","tt0455590,tt1327773,tt1825683,tt0185183"
nm0001873,Steven Zaillian,1953,\N,"writer,producer,director","tt0108065,tt1302006,tt0120633,tt0108052"
nm0001874,Franco Zeffirelli,1923,2019,"production_designer,miscellaneous,director","tt0063518,tt0084821,tt0061407,tt0099726"
nm0001878,David Zucker,1947,\N,"producer,writer,director","tt0080339,tt0095705,tt0362120,tt0088286"
nm0001880,Edward Zwick,1952,\N,"producer,writer,director","tt0092492,tt0325710,tt0138097,tt0115956"
nm0001885,Lars von Trier,1956,\N,"writer,director,producer","tt0168629,tt0870984,tt1527186,tt0276919"
nm0001901,Chantal Akerman,1950,2015,"director,writer,actress","tt0078152,tt0071690,tt0073198,tt0118018"
nm0001907,Eric Ambler,1909,1998,"writer,producer,director","tt0051994,tt0047376,tt0045659,tt0058672"
nm0001915,Emile Ardolino,1943,1993,"director,producer,miscellaneous","tt0092890,tt0149439,tt0085655,tt0165042"
nm0001920,Isaac Asimov,1920,1992,"writer,miscellaneous,archive_footage","tt0343818,tt0182789,tt0079945,tt0804484"
nm0001921,Paul Attanasio,1959,\N,"writer,producer,script_department","tt0110932,tt0119008,tt0109635,tt0120184"
nm0001928,Roy Ward Baker,1916,2010,"director,assistant_director,production_department","tt0068230,tt0051994,tt0081178,tt0070297"
nm0001930,Russell Banks,1940,2023,"writer,producer,actor","tt0120255,tt0118564,tt2150507,tt3750408"
nm0001940,Peter Benchley,1940,2006,"writer,producer,actor","tt0073195,tt0085750,tt0093300,tt0077766"
nm0001942,Luca Bercovici,\N,\N,"producer,actor,director","tt3148266,tt1564777,tt0094884,tt0089200"
nm0001945,Claude Berri,1934,2009,"producer,actor,writer","tt0091288,tt0107002,tt0063771,tt0792965"
nm0001949,Andrew Birkin,1945,\N,"writer,director,actor","tt0091605,tt0396171,tt0106535,tt0094816"
nm0001958,Dirk Bogarde,1921,1999,"actor,writer,soundtrack","tt0057490,tt0059084,tt0067445,tt0075784"
nm0001962,Lizzie Borden,1958,\N,"director,writer,producer","tt0092238,tt0085267,tt0102340,tt0144642"
nm0001969,Ray Bradbury,1920,2012,"writer,producer,actor","tt0088591,tt0060390,tt0086336,tt0049513"
nm0001977,Charles Bukowski,1920,1994,"writer,actor,music_department","tt0092618,tt0417658,tt26657933,tt0102358"
nm0001986,Truman Capote,1924,1984,"writer,actor,soundtrack","tt0074937,tt0055018,tt0054698,tt0061809"
nm0001988,Marc Caro,1956,\N,"director,writer,actor","tt0101700,tt0112682,tt0118583,tt0487928"
nm0001994,Michael Caton-Jones,1957,\N,"director,producer,actor","tt0100133,tt0430912,tt0269095,tt2184335"
nm0002000,Leslie Cheung,1956,2003,"actor,music_department,writer","tt0101258,tt0118845,tt0106332,tt0092263"
nm0002005,Agatha Christie,1890,1976,"writer,archive_footage,archive_sound","tt1349600,tt0051201,tt0071877,tt3402236"
nm0002007,Tom Clancy,1947,2013,"writer,producer,actor","tt0099810,tt0164184,tt0109444,tt1205537"
nm0002010,Christian Clavier,1952,\N,"actor,writer,producer","tt0108500,tt0189192,tt0133385,tt0250223"
nm0002020,Costa-Gavras,1933,\N,"director,writer,assistant_director","tt0065234,tt0084335,tt0280653,tt0422015"
nm0002021,Noël Coward,1899,1973,"writer,actor,music_department","tt0034891,tt0064505,tt0037558,tt0048960"
nm0002030,George Cukor,1899,1983,"director,miscellaneous,assistant_director","tt0058385,tt0036855,tt0032904,tt0050631"
nm0002031,Michael Curtiz,1886,1962,"director,writer,actor","tt0034583,tt0029843,tt0037913,tt0026174"
nm0002041,Dean Devlin,1962,\N,"producer,writer,actor","tt0116629,tt0120685,tt1628841,tt0111282"
nm0002042,Charles Dickens,1812,1870,"writer,miscellaneous,soundtrack","tt0038574,tt23733776,tt0095776,tt0063385"
nm0002044,Roger Donaldson,1945,\N,"director,producer,writer","tt0412080,tt0093640,tt0114508,tt0086993"
nm0002045,Stanley Donen,1924,2019,"director,miscellaneous,producer","tt0056923,tt0045152,tt0050419,tt0047472"
nm0002049,Robert Downey Sr.,1936,2021,"actor,director,writer","tt0090180,tt0118749,tt0218967,tt0064855"
nm0002077,Dexter Fletcher,1966,\N,"director,actor,producer","tt15326988,tt2066051,tt1727824,tt1083452"
nm0002080,Bob Fosse,1927,1987,"miscellaneous,actor,director","tt0068327,tt0071746,tt0078754,tt0256153"
nm0002086,Lucio Fulci,1927,1996,"writer,director,actor","tt0084719,tt0080057,tt0087759,tt0081318"
nm0002087,Samuel Fuller,1912,1997,"production_department,writer,director","tt0057495,tt0044072,tt0046187,tt0047073"
nm0002089,Sidney J. Furie,1933,\N,"director,writer,producer","tt0094074,tt0059319,tt0060120,tt0091278"
nm0002120,Lasse Hallström,1946,\N,"director,writer,editor","tt0108550,tt0089606,tt0241303,tt0124315"
nm0002132,Amy Heckerling,\N,\N,"writer,director,producer","tt0115137,tt0083929,tt0097778,tt3973820"
nm0002134,Paul Henreid,1908,1992,"director,actor,producer","tt0034583,tt0035140,tt0038461,tt0040444"
nm0002137,Arthur Hiller,1923,2016,"director,producer,actor","tt0066011,tt0067217,tt0079336,tt0098282"
nm0002140,Agnieszka Holland,1948,\N,"director,writer,producer","tt5328350,tt27722543,tt6828390,tt1417075"
nm0002147,Tab Hunter,1931,2018,"actor,producer,writer","tt0051516,tt0084021,tt0082926,tt0049036"
nm0002156,Tengiz Abuladze,1924,1994,"director,writer,archive_footage","tt0093754,tt0048324,tt0075963,tt0057695"
